,location,total_sqft,bath,price,bhk
12263,Sarjapur  Road,1370.0,2.0,70.0,2.0
12264,Banashankari Stage V,920.0,2.0,41.5,2.0
12265,Bhoganhalli,1277.0,2.0,79.89,2.0
12266,Horamavu Agara,1213.0,2.0,38.1,2.0
12267,Singasandra,1653.0,3.0,85.0,3.0
12268,Sarjapur,2400.0,3.0,140.0,4.0
12271,Electronics City Phase 1,1321.0,2.0,40.0,3.0
12272,Kanakpura Road,1570.0,3.0,68.0,3.0
12274,other,1053.0,2.0,44.0,2.0
12275,other,1325.0,2.0,56.0,3.0
12276,other,1169.0,2.0,50.11,2.0
12277,Badavala Nagar,1274.0,2.0,90.0,2.0
12278,Whitefield,1317.0,2.0,52.0,2.0
12279,Lakshminarayana Pura,1195.0,2.0,75.0,2.0
12280,Whitefield,2858.0,4.0,137.0,4.0
12281,Kammasandra,940.0,2.0,35.0,2.0
12282,Budigere,1820.0,3.0,95.5,3.0
12283,Kanakpura Road,1450.0,3.0,53.6,3.0
12284,Whitefield,1615.0,3.0,96.9,3.0
12285,Nagarbhavi,2200.0,2.0,99.0,3.0
12286,Subramanyapura,985.0,2.0,62.5,2.0
12287,Electronics City Phase 1,1116.0,2.0,33.0,2.0
12288,Attibele,656.0,2.0,25.0,2.0
12289,Kaggadasapura,1105.0,2.0,39.5,2.0
12290,Whitefield,1220.0,2.0,55.0,2.0
12291,Hoodi,1400.0,3.0,74.0,3.0
12292,other,2400.0,3.0,185.0,4.0
12294,Uttarahalli,1000.0,2.0,35.0,2.0
12295,Bannerghatta Road,1660.0,3.0,80.0,3.0
12296,Uttarahalli,1330.0,2.0,57.0,3.0
12297,Old Madras Road,1165.0,2.0,52.0,2.0
12298,Budigere,1153.0,2.0,56.0,2.0
12299,Bannerghatta Road,1270.0,2.0,45.0,2.0
12300,other,1070.0,2.0,38.0,2.0
12301,other,1427.0,2.0,85.0,3.0
12302,Banashankari Stage III,1420.0,2.0,95.0,3.0
12303,Kothanur,1600.0,5.0,130.0,4.0
12305,Bellandur,1454.0,2.0,90.0,2.0
12306,Whitefield,1116.0,2.0,48.76,2.0
12307,other,2000.0,3.0,180.0,4.0
12308,Sarjapur  Road,1346.0,2.0,74.03,2.0
12309,other,1062.0,2.0,50.0,2.0
12310,other,700.0,1.0,25.5,1.0
12311,JP Nagar,1405.0,2.0,99.0,2.0
12312,Doddathoguru,1100.0,2.0,50.0,2.0
12313,Chikka Tirupathi,2153.0,4.0,120.0,3.0
12314,other,1200.0,3.0,120.0,3.0
12315,Ulsoor,2135.0,3.0,170.0,3.0
12316,Uttarahalli,1125.0,2.0,47.0,2.0
12317,2nd Phase Judicial Layout,1350.0,2.0,47.25,3.0
12318,Pai Layout,1068.0,2.0,48.0,2.0
12319,Doddathoguru,940.0,2.0,32.9,2.0
12320,Hosa Road,1063.0,2.0,32.79,2.0
12321,Brookefield,1382.0,2.0,84.5,2.0
12322,Harlur,936.0,2.0,45.0,2.0
12323,KR Puram,1400.0,2.0,60.0,3.0
12324,Sarjapur  Road,475.0,1.0,26.0,1.0
12326,other,1450.0,3.0,65.0,3.0
12327,Kudlu,1162.0,2.0,52.0,2.0
12328,Hosa Road,1161.0,2.0,48.75,2.0
12329,Green Glen Layout,1623.29,2.0,105.0,3.0
12330,Brookefield,1260.0,2.0,70.0,2.0
12332,Seegehalli,3000.0,4.0,240.0,3.0
12333,Murugeshpalya,1500.0,2.0,70.0,3.0
12334,Budigere,705.0,1.0,34.545,1.0
12336,other,2000.0,3.0,200.0,3.0
12339,Nagarbhavi,1100.0,2.0,46.2,2.0
12340,Whitefield,1400.0,2.0,56.0,3.0
12341,Ramagondanahalli,2257.0,3.0,155.0,3.0
12342,Budigere,1153.0,2.0,56.5,2.0
12343,Sarjapur  Road,1197.0,2.0,56.86,2.0
12344,other,1150.0,2.0,90.0,2.0
12345,other,595.0,1.0,40.0,1.0
12346,Hoodi,1837.0,3.0,110.0,3.0
12347,other,3750.0,4.0,190.0,4.0
12348,Bellandur,1830.0,3.0,91.86,3.0
12349,Green Glen Layout,1715.0,3.0,115.0,3.0
12350,Electronic City,970.0,2.0,35.0,2.0
12352,NRI Layout,2700.0,5.0,95.75,4.0
12353,other,5480.0,4.0,400.0,3.0
12354,Vidyaranyapura,2400.0,5.0,135.0,4.0
12355,Sarjapur  Road,3040.0,4.0,135.0,4.0
12356,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2.0
12357,Begur Road,1160.0,2.0,36.54,2.0
12358,other,1500.0,3.0,75.0,3.0
12361,ITPL,850.0,2.0,25.4,2.0
12362,Ramamurthy Nagar,935.0,2.0,39.0,2.0
12364,Doddaballapur,654.0,1.0,49.0,1.0
12366,other,5656.0,5.0,499.0,3.0
12367,other,1300.0,2.0,33.0,2.0
12368,Kaggalipura,950.0,2.0,60.0,2.0
12369,other,1250.0,3.0,54.0,3.0
12370,Doddakallasandra,1072.0,2.0,42.87,2.0
12371,other,1425.0,2.0,65.0,3.0
12372,Uttarahalli,1165.0,1.0,42.09,2.0
12373,Kathriguppe,1390.0,2.0,69.49,3.0
12374,Kalena Agrahara,1510.0,3.0,78.0,3.0
12375,Thanisandra,1305.0,2.0,90.0,2.0
12377,Kodigehaali,866.0,2.0,32.0,2.0
12378,Hulimavu,1231.0,2.0,84.5,2.0
12379,Sompura,1360.0,2.0,45.0,3.0
12380,Yeshwanthpur,2500.0,3.0,138.0,3.0
12381,Whitefield,1140.0,2.0,55.0,2.0
12382,Kanakpura Road,525.0,1.0,30.0,1.0
12383,Whitefield,1295.0,2.0,64.5,2.0
12384,Hormavu,1020.0,2.0,45.75,2.0
12385,Old Airport Road,3504.0,4.0,262.0,4.0
12386,other,1200.0,1.0,50.0,2.0
12387,Vidyaranyapura,1100.0,2.0,41.0,2.0
12388,Bannerghatta Road,4723.0,4.0,500.0,4.0
12389,Kothannur,820.0,2.0,37.0,2.0
12391,other,3700.0,4.0,400.0,4.0
12392,Kalena Agrahara,1354.0,2.0,70.0,2.0
12393,Basavangudi,2453.0,3.0,250.0,4.0
12394,Garudachar Palya,1154.0,2.0,51.8,2.0
12395,7th Phase JP Nagar,1680.0,2.0,92.0,3.0
12396,Electronics City Phase 1,1205.0,2.0,60.0,2.0
12397,Raja Rajeshwari Nagar,1400.0,2.0,86.0,3.0
12398,other,1625.0,3.0,150.0,3.0
12399,Electronic City,1500.0,3.0,73.0,3.0
12400,Bannerghatta Road,1520.0,2.0,80.0,3.0
12401,other,1300.0,3.0,65.0,2.0
12402,other,1150.0,2.0,47.0,2.0
12403,Kadugodi,1762.0,3.0,109.0,3.0
12404,Budigere,1153.0,2.0,58.0,2.0
12405,Yelahanka,2650.0,4.0,223.0,4.0
12406,Sompura,1350.0,2.0,47.0,3.0
12407,Billekahalli,950.0,2.0,56.0,2.0
12408,Jakkur,3295.0,3.0,310.0,3.0
12409,other,1515.0,3.0,80.5,3.0
12410,Neeladri Nagar,1100.0,2.0,30.0,2.0
12411,other,1250.0,2.0,65.0,2.0
12413,5th Phase JP Nagar,2500.0,8.0,95.0,7.0
12414,Hoskote,1200.0,4.0,100.0,4.0
12415,Yelahanka,1355.0,2.0,51.5,3.0
12416,other,1115.0,3.0,39.14,3.0
12417,8th Phase JP Nagar,1275.0,3.0,45.0,3.0
12418,Padmanabhanagar,2051.0,3.0,170.0,3.0
12419,BTM Layout,1470.0,2.0,99.0,3.0
12420,other,1550.0,2.0,70.0,3.0
12421,Bannerghatta Road,1270.0,2.0,73.0,3.0
12422,Bhoganhalli,2119.0,4.0,111.0,4.0
12424,Kudlu Gate,1320.0,2.0,50.0,3.0
12425,other,2505.0,3.0,165.0,3.0
12426,other,1410.0,2.0,54.0,3.0
12427,Whitefield,1200.0,2.0,70.0,2.0
12428,other,1705.0,2.0,86.96,3.0
12429,Electronic City,995.0,2.0,48.0,2.0
12430,Horamavu Banaswadi,1081.0,2.0,52.0,2.0
12431,Parappana Agrahara,1194.0,2.0,46.0,2.0
12432,Sonnenahalli,605.0,1.0,30.24,1.0
12433,Yelahanka,567.0,1.0,25.0,1.0
12435,Banashankari Stage VI,1410.5,2.0,70.385,3.0
12437,Green Glen Layout,1715.0,3.0,105.0,3.0
12438,Doddaballapur,3206.0,5.0,270.0,4.0
12440,Bannerghatta Road,1846.0,3.0,120.0,3.0
12442,Whitefield,1015.0,2.0,56.0,2.0
12444,Thanisandra,1100.0,2.0,36.0,2.0
12445,Thanisandra,1965.0,4.0,125.0,3.0
12446,NGR Layout,1021.0,2.0,45.9,2.0
12447,Haralur Road,1230.0,2.0,67.65,2.0
12448,Uttarahalli,1260.0,2.0,55.0,2.0
12450,Lingadheeranahalli,1894.0,4.0,114.0,3.0
12452,Jakkur,1950.0,3.0,131.0,3.0
12453,Sector 2 HSR Layout,1231.0,2.0,66.0,2.0
12454,Mahadevpura,1236.0,2.0,58.0,2.0
12455,R.T. Nagar,1800.0,3.0,120.0,4.0
12456,other,1650.0,3.0,135.0,3.0
12458,Begur,1443.0,2.0,70.0,3.0
12460,other,925.0,2.0,68.0,2.0
12461,Chandapura,1305.0,3.0,33.28,3.0
12462,other,1190.0,2.0,46.41,2.0
12463,Uttarahalli,1284.0,2.0,53.36,2.0
12466,Chikkalasandra,1325.0,2.0,59.0,2.0
12468,Kudlu Gate,1183.0,2.0,79.54,2.0
12469,other,1750.0,3.0,100.0,3.0
12471,other,747.0,1.0,27.0,1.0
12472,Electronic City,1342.0,2.0,90.0,2.0
12473,other,1113.0,2.0,52.0,2.0
12474,other,1738.0,3.0,110.0,3.0
12475,Brookefield,1206.0,2.0,90.0,2.0
12476,Hebbal,2790.0,4.0,198.0,4.0
12477,Hebbal,1162.0,2.0,59.0,2.0
12478,Parappana Agrahara,1194.0,2.0,46.0,2.0
12479,Sarjapur  Road,1857.0,4.0,155.0,3.0
12480,other,3500.0,6.0,115.0,6.0
12482,Uttarahalli,1150.0,2.0,45.99,2.0
12484,Chikkalasandra,1290.0,2.0,72.0,2.0
12485,Thubarahalli,3408.0,5.0,145.0,4.0
12487,Sanjay nagar,1150.0,2.0,70.0,2.0
12489,Yeshwanthpur,1160.0,2.0,64.08,2.0
12490,other,900.0,2.0,27.0,2.0
12491,Sarjapur  Road,1750.0,3.0,185.0,4.0
12492,Electronic City,1320.0,2.0,38.12,3.0
12493,Lingadheeranahalli,2240.0,4.0,160.0,4.0
12494,Electronics City Phase 1,891.0,2.0,26.0,2.0
12496,Ambedkar Nagar,1852.0,3.0,125.0,3.0
12497,Chandapura,1323.0,2.0,42.0,3.0
12498,Vittasandra,1404.0,2.0,67.5,2.0
12499,Dodda Nekkundi,1370.0,2.0,60.0,2.0
12500,Uttarahalli,1385.0,2.0,48.48,3.0
12501,Gollarapalya Hosahalli,1129.0,2.0,50.0,2.0
12502,Mahalakshmi Layout,1876.0,3.0,150.0,3.0
12503,other,1720.0,3.0,95.0,3.0
12504,Jalahalli East,1200.0,4.0,80.0,4.0
12505,Mysore Road,1175.0,2.0,86.68,2.0
12509,Hosa Road,1893.0,3.0,130.0,3.0
12510,Whitefield,1430.0,3.0,52.0,3.0
12511,other,850.0,2.0,45.0,2.0
12512,CV Raman Nagar,1392.0,2.0,110.0,2.0
12513,Kanakpura Road,1938.0,3.0,105.0,3.0
12514,other,1020.0,2.0,52.0,2.0
12516,HBR Layout,1832.0,3.0,160.0,3.0
12517,Konanakunte,1423.0,2.0,85.0,3.0
12518,Jakkur,1432.0,2.0,85.0,2.0
12521,CV Raman Nagar,1480.0,3.0,65.0,3.0
12522,Kanakpura Road,1843.0,3.0,96.2,3.0
12524,Hulimavu,1916.0,2.0,150.0,3.0
12525,Hennur,1255.0,2.0,55.5,2.0
12526,Yelenahalli,1160.0,2.0,44.08,2.0
12527,Old Madras Road,2640.0,2.0,170.0,2.0
12528,Bommanahalli,1160.0,2.0,53.0,2.0
12529,Lakshminarayana Pura,1200.0,2.0,80.0,2.0
12530,7th Phase JP Nagar,1100.0,2.0,44.0,2.0
12531,Ramagondanahalli,1500.0,3.0,100.0,3.0
12532,Electronic City Phase II,1336.0,2.0,50.35,3.0
12533,Choodasandra,1065.0,2.0,46.0,2.0
12535,Rachenahalli,1550.0,3.0,68.5,3.0
12536,Whitefield,1216.0,2.0,75.0,2.0
12537,other,1005.0,2.0,40.0,2.0
12538,7th Phase JP Nagar,1430.0,2.0,102.0,3.0
12540,Hoodi,1660.0,3.0,125.0,3.0
12541,Thanisandra,1430.0,2.0,56.0,3.0
12542,Hennur Road,1470.0,2.0,75.0,3.0
12543,Jalahalli,1045.0,2.0,76.77,2.0
12544,Hebbal,4225.0,6.0,359.0,4.0
12545,Anjanapura,950.0,2.0,30.0,2.0
12546,Doddathoguru,1382.0,3.0,65.0,3.0
12547,BTM 2nd Stage,930.0,2.0,46.0,2.0
12548,Sarjapur  Road,1660.0,2.0,116.0,3.0
12549,other,1290.0,2.0,71.95,2.0
12550,Whitefield,1010.0,2.0,45.0,3.0
12551,Brookefield,3050.0,4.0,130.0,4.0
12552,Dodda Nekkundi,1200.0,2.0,71.0,2.0
12553,other,1650.0,3.0,140.0,3.0
12554,Budigere,1636.0,3.0,88.0,3.0
12556,Budigere,1153.0,2.0,56.55,2.0
12557,Hegde Nagar,2087.01,4.0,160.0,3.0
12558,LB Shastri Nagar,1200.0,2.0,47.0,2.0
12559,HSR Layout,1844.0,3.0,89.0,3.0
12561,Begur Road,1215.0,2.0,43.75,2.0
12562,Sarjapur  Road,1194.0,2.0,57.0,2.0
12563,other,1220.0,2.0,52.0,2.0
12564,other,3150.0,4.0,150.0,4.0
12565,Kanakpura Road,525.0,1.0,26.0,1.0
12566,Bommasandra,955.0,2.0,37.97,2.0
12567,other,2000.0,5.0,75.0,5.0
12568,Magadi Road,884.0,2.0,48.0,2.0
12569,Kathriguppe,1250.0,2.0,68.75,2.0
12570,Bommasandra Industrial Area,7000.0,2.0,135.0,2.0
12572,Harlur,2990.0,4.0,225.0,4.0
12573,Bellandur,1195.0,2.0,52.0,2.0
12574,other,2559.0,1.0,55.0,1.0
12575,Begur,1200.0,2.0,33.0,2.0
12576,Sarjapur  Road,984.0,2.0,45.75,2.0
12577,Bommasandra,1089.0,2.0,40.0,2.0
12578,Hennur Road,1165.0,2.0,52.0,2.0
12579,Chandapura,410.0,1.0,10.0,1.0
12580,Hennur,1482.0,3.0,110.0,3.0
12581,Ramamurthy Nagar,1200.0,2.0,68.0,2.0
12582,Kanakapura,1938.0,3.0,113.0,3.0
12583,Hormavu,1166.0,2.0,34.97,3.0
12584,Chikkalasandra,1275.0,2.0,55.46,3.0
12585,Mico Layout,1140.0,2.0,43.0,2.0
12587,other,720.0,1.0,28.0,1.0
12589,other,1100.0,2.0,90.0,2.0
12591,Ramamurthy Nagar,540.0,1.0,35.0,1.0
12592,Rachenahalli,1550.0,2.0,73.5,3.0
12595,other,1220.0,2.0,60.0,2.0
12596,Doddathoguru,964.0,2.0,62.0,2.0
12597,other,1500.0,3.0,50.0,3.0
12598,Sarjapur  Road,1347.0,2.0,44.0,3.0
12599,other,5000.0,5.0,250.0,4.0
12600,Bannerghatta Road,3000.0,4.0,140.0,4.0
12601,Bannerghatta,1120.0,2.0,42.5,2.0
12602,other,600.0,1.0,22.8,1.0
12603,Whitefield,2321.0,4.0,157.0,3.0
12604,other,540.0,1.0,24.0,1.0
12605,Hebbal,1150.0,2.0,57.0,2.0
12606,Sonnenahalli,1484.0,3.0,75.0,3.0
12607,Ramagondanahalli,1680.0,2.0,68.0,3.0
12608,other,620.0,2.0,23.0,2.0
12609,other,1650.0,3.0,78.0,3.0
12610,other,1250.0,3.0,44.0,3.0
12611,other,2072.0,3.0,108.0,3.0
12612,Sarjapur  Road,1105.0,2.0,40.0,2.0
12613,Vidyaranyapura,1200.0,2.0,60.5,2.0
12614,Kumaraswami Layout,3100.0,7.0,145.0,7.0
12617,Banashankari,1340.0,2.0,53.6,3.0
12619,Haralur Road,1194.0,2.0,46.0,2.0
12620,Vittasandra,1246.0,2.0,65.0,2.0
12621,Old Airport Road,1055.0,2.0,75.0,2.0
12622,Hosa Road,1541.0,3.0,69.61,3.0
12623,Harlur,1370.0,2.0,88.0,2.0
12624,Whitefield,1224.0,2.0,75.0,2.0
12626,Kambipura,883.0,2.0,39.0,2.0
12627,Yeshwanthpur,1676.0,3.0,92.13,3.0
12628,other,1154.0,2.0,57.0,2.0
12629,Kanakpura Road,1610.0,3.0,78.5,3.0
12630,other,1057.0,2.0,42.0,2.0
12631,Raja Rajeshwari Nagar,1157.0,2.0,65.0,2.0
12632,other,1200.0,4.0,85.0,4.0
12634,other,980.0,2.0,35.0,2.0
12635,Sarjapur  Road,1140.0,2.0,40.0,2.0
12636,Raja Rajeshwari Nagar,1206.0,2.0,40.7,2.0
12637,Electronic City Phase II,575.0,1.0,16.75,1.0
12640,Horamavu Agara,1300.0,2.0,52.0,3.0
12641,other,1270.0,2.0,35.56,3.0
12642,Electronic City,1128.0,2.0,63.5,2.0
12643,Electronics City Phase 1,640.0,1.0,45.0,1.0
12644,other,2400.0,3.0,185.0,3.0
12645,TC Palaya,1200.0,2.0,66.0,3.0
12646,Kanakapura,1090.0,2.0,38.15,2.0
12647,Electronic City,589.0,1.0,29.0,1.0
12648,Electronic City,1125.0,2.0,28.13,2.0
12649,Kogilu,1140.0,2.0,50.66,2.0
12651,Kundalahalli,1315.0,2.0,74.0,2.0
12653,Bellandur,1435.0,2.0,115.0,3.0
12654,Haralur Road,1092.0,2.0,44.0,2.0
12655,Kadugodi,1314.0,2.0,80.0,2.0
12656,Koramangala,1260.0,2.0,100.0,2.0
12658,Nagarbhavi,1080.0,2.0,49.0,2.0
12659,Nagasandra,4000.0,8.0,160.0,8.0
12660,Mysore Road,1082.0,2.0,45.0,3.0
12661,Jakkur,1150.0,3.0,65.0,3.0
12662,Hennur Road,1052.0,2.0,34.72,2.0
12663,Yelahanka,1045.0,2.0,45.0,2.0
12664,Kodigehaali,1442.0,3.0,80.0,3.0
12665,Kaggadasapura,1500.0,2.0,75.0,3.0
12667,Hennur,1255.0,2.0,53.57,2.0
12668,other,1432.0,3.0,79.0,3.0
12669,Kundalahalli,2100.0,3.0,150.0,3.0
12670,Hennur Road,1450.0,2.0,80.0,2.0
12671,Sarjapur  Road,1346.0,2.0,69.61,2.0
12672,Kumaraswami Layout,1200.0,2.0,29.0,2.0
12673,Electronic City Phase II,925.0,2.0,49.82,3.0
12674,Dasarahalli,1160.0,2.0,49.0,2.0
12675,Lingadheeranahalli,1768.0,3.0,81.31,3.0
12676,Kothanur,1094.0,2.0,54.0,2.0
12677,other,1500.0,3.0,90.0,3.0
12678,Gubbalala,1745.0,3.0,130.0,3.0
12679,Bommanahalli,2875.0,7.0,85.0,7.0
12681,Sonnenahalli,1550.0,3.0,50.0,3.0
12682,Rajiv Nagar,2340.0,5.0,160.0,4.0
12683,Whitefield,1655.0,3.0,113.0,3.0
12684,Battarahalli,2024.0,3.0,103.0,3.0
12686,Jalahalli,1575.0,4.0,100.0,3.0
12687,Iblur Village,1920.0,3.0,130.0,3.0
12689,Kambipura,1082.0,2.0,55.0,3.0
12690,BTM 2nd Stage,1265.0,2.0,55.0,3.0
12691,other,1100.0,2.0,45.0,3.0
12692,Margondanahalli,1160.0,2.0,65.0,2.0
12693,Vittasandra,1246.0,2.0,67.4,2.0
12694,Hosa Road,615.0,1.0,43.08,1.0
12695,7th Phase JP Nagar,1128.0,2.0,60.0,2.0
12696,other,1260.0,2.0,55.0,2.0
12697,Bellandur,1830.0,3.0,89.89,3.0
12698,Sarjapur,1525.0,2.0,68.0,3.0
12699,Yelahanka,602.0,2.0,30.0,1.0
12701,Hegde Nagar,1835.0,3.0,89.0,3.0
12702,Kanakpura Road,1250.0,3.0,62.6,3.0
12703,other,1200.0,4.0,110.0,4.0
12704,Murugeshpalya,1855.0,3.0,96.0,3.0
12705,Kanakpura Road,1450.0,3.0,60.91,3.0
12706,Sarjapur  Road,2089.0,3.0,148.0,3.0
12707,Haralur Road,1464.0,3.0,56.0,3.0
12708,Banashankari Stage VI,4800.0,3.0,200.0,4.0
12709,Begur Road,1200.0,2.0,44.73,2.0
12710,Sarjapur,1095.0,2.0,45.0,2.0
12713,Kothanur,1170.0,3.0,80.0,3.0
12714,6th Phase JP Nagar,1280.0,2.0,88.0,2.0
12716,Thanisandra,1694.0,3.0,125.0,3.0
12717,Electronic City,825.0,2.0,30.0,2.0
12718,Sarjapur  Road,1612.0,3.0,98.38,3.0
12719,Chandapura,985.0,2.0,25.12,2.0
12720,Murugeshpalya,1175.0,2.0,75.0,2.0
12721,other,600.0,1.0,24.0,1.0
12722,Whitefield,1740.0,3.0,85.0,3.0
12723,other,1770.0,3.0,99.0,3.0
12725,Horamavu Agara,1090.0,2.0,46.0,2.0
12727,Whitefield,4144.0,5.0,331.0,5.0
12728,other,1800.0,3.0,130.0,3.0
12729,Jigani,1221.0,3.0,65.0,3.0
12730,8th Phase JP Nagar,1046.0,2.0,48.0,2.0
12731,Uttarahalli,1290.0,2.0,56.12,3.0
12732,Electronic City Phase II,1065.0,2.0,30.76,2.0
12733,Ambedkar Nagar,1850.0,4.0,121.0,3.0
12734,Battarahalli,1097.0,2.0,49.0,2.0
12735,Kalena Agrahara,1200.0,3.0,70.0,2.0
12736,Varthur,2160.0,3.0,170.0,3.0
12737,Anekal,1140.0,2.0,52.0,2.0
12738,Thigalarapalya,1297.0,2.0,98.0,2.0
12739,Padmanabhanagar,1150.0,2.0,50.0,2.0
12740,other,1375.0,2.0,45.0,2.0
12741,Babusapalaya,1245.0,2.0,58.0,2.0
12743,Nagarbhavi,1800.0,3.0,180.0,4.0
12744,Brookefield,1594.0,3.0,140.0,3.0
12745,TC Palaya,1200.0,2.0,66.0,3.0
12746,Chandapura,645.0,1.0,16.45,1.0
12747,Kanakpura Road,700.0,2.0,36.0,2.0
12749,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2.0
12751,Begur Road,1160.0,2.0,42.0,2.0
12754,other,1570.0,2.0,95.0,3.0
12755,Sarjapur  Road,1290.0,2.0,88.0,2.0
12756,Kudlu Gate,1200.0,2.0,44.4,2.0
12758,other,2250.0,3.0,180.0,3.0
12760,other,1145.0,2.0,44.0,2.0
12761,Chikkabanavar,1320.0,2.0,46.0,3.0
12762,Electronic City Phase II,1065.0,2.0,30.75,2.0
12763,Whitefield,1650.0,3.0,48.0,3.0
12764,Sarjapur  Road,1371.0,2.0,86.0,2.0
12765,other,2700.0,5.0,150.0,5.0
12766,Electronic City,1575.0,3.0,94.5,3.0
12767,Yelahanka,1362.0,2.0,66.0,2.0
12769,Haralur Road,1255.0,3.0,90.0,3.0
12770,Whitefield,925.0,2.0,35.0,2.0
12771,Electronics City Phase 1,1088.0,2.0,30.46,2.0
12772,Yelahanka,1234.0,2.0,80.0,2.0
12773,Sarjapur  Road,2140.0,3.0,139.0,3.0
12774,Thubarahalli,1584.0,3.0,101.0,3.0
12775,Whitefield,1175.0,2.0,50.0,2.0
12776,Sarjapura - Attibele Road,1555.0,3.0,52.0,3.0
12777,Chandapura,645.0,1.0,16.45,1.0
12778,Dodda Nekkundi,1585.0,2.0,79.0,3.0
12779,Kalena Agrahara,1354.0,2.0,71.0,2.0
12780,other,1165.0,2.0,45.0,2.0
12781,Kumaraswami Layout,1200.0,3.0,75.0,3.0
12782,Hebbal,1740.0,2.0,137.0,3.0
12784,Rachenahalli,985.0,2.0,50.17,2.0
12785,Chandapura,1200.0,2.0,36.0,2.0
12787,other,1340.0,2.0,47.0,3.0
12788,Begur Road,1583.0,3.0,95.23,3.0
12791,Bannerghatta Road,1122.5,2.0,61.74,2.0
12792,Thanisandra,1573.0,3.0,100.0,3.0
12793,CV Raman Nagar,1227.0,2.0,42.88,2.0
12794,other,1210.0,2.0,60.0,2.0
12795,Basavangudi,1650.0,3.0,125.0,3.0
12797,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3.0
12798,Haralur Road,1735.0,3.0,97.0,3.0
12799,Hebbal Kempapura,1730.0,3.0,175.0,3.0
12800,other,1684.0,3.0,86.0,3.0
12801,other,1686.0,3.0,77.0,3.0
12802,other,1654.0,3.0,82.0,3.0
12803,Green Glen Layout,1600.0,3.0,105.0,3.0
12804,KR Puram,1100.0,2.0,39.9,2.0
12805,Bannerghatta Road,1655.0,3.0,95.0,3.0
12806,Hennur,1830.0,3.0,121.0,3.0
12807,Hebbal,1430.0,3.0,85.0,3.0
12808,Judicial Layout,1989.0,4.0,155.0,3.0
12809,Sarjapur  Road,1044.0,2.0,55.0,2.0
12810,Banashankari,1426.0,3.0,85.0,3.0
12811,Choodasandra,1115.0,2.0,50.0,2.0
12812,Yelahanka,1000.0,2.0,29.0,2.0
12814,Electronic City Phase II,1140.0,2.0,33.06,2.0
12815,Kodichikkanahalli,900.0,2.0,35.0,2.0
12816,other,1200.0,2.0,50.0,2.0
12817,Malleshwaram,580.0,1.0,45.0,1.0
12818,TC Palaya,1200.0,2.0,66.0,3.0
12819,Munnekollal,1030.0,2.0,50.36,2.0
12820,Koramangala,1910.0,4.0,150.0,3.0
12821,other,1950.0,3.0,132.0,3.0
12822,Kundalahalli,1724.0,3.0,125.0,3.0
12825,Kothanur,1400.0,2.0,65.0,2.0
12826,Kaggadasapura,1400.0,2.0,68.0,3.0
12827,Hulimavu,1115.0,2.0,44.6,2.0
12828,Bharathi Nagar,1300.0,2.0,55.86,2.0
12829,other,2400.0,4.0,150.0,4.0
12830,Kanakpura Road,1332.0,2.0,108.0,2.0
12831,Abbigere,1000.0,2.0,41.0,2.0
12832,Whitefield,1200.0,3.0,67.75,3.0
12833,Whitefield,2444.0,4.0,145.0,4.0
12834,Electronic City,1070.0,2.0,48.0,2.0
12835,Sarjapur  Road,1600.0,3.0,85.0,3.0
12836,Marathahalli,1196.0,2.0,57.95,2.0
12837,Electronic City,1025.0,2.0,54.0,2.0
12838,Choodasandra,1220.0,3.0,56.0,3.0
12839,Sarjapur  Road,2180.0,4.0,180.0,3.0
12840,other,1600.0,3.0,102.0,3.0
12843,Jakkur,1932.47,3.0,183.0,3.0
12844,Jalahalli,2086.0,3.0,160.0,3.0
12845,Old Madras Road,1165.0,2.0,51.42,2.0
12846,Marathahalli,1310.0,3.0,63.25,3.0
12848,Electronics City Phase 1,1900.0,3.0,85.0,3.0
12849,Chandapura,740.0,1.0,22.0,2.0
12850,Yeshwanthpur,2503.0,3.0,138.0,3.0
12851,5th Phase JP Nagar,1075.0,2.0,60.0,2.0
12852,Bellandur,1260.0,2.0,83.5,2.0
12853,Yelahanka,1282.0,2.0,48.72,3.0
12855,Green Glen Layout,1717.0,3.0,125.0,3.0
12856,other,1088.0,2.0,46.0,2.0
12857,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3.0
12858,Vidyaranyapura,1200.0,2.0,42.0,2.0
12859,Garudachar Palya,1325.0,2.0,60.0,3.0
12860,JP Nagar,1157.0,2.0,73.0,2.0
12861,KR Puram,2283.0,2.0,121.0,4.0
12862,Sahakara Nagar,1200.0,2.0,54.0,2.0
12863,Pai Layout,1510.0,2.0,65.0,3.0
12864,Bommanahalli,1050.0,2.0,54.0,2.0
12865,other,1200.0,2.0,45.0,2.0
12866,Binny Pete,1516.0,3.0,147.0,3.0
12868,Channasandra,1050.0,2.0,44.41,2.0
12869,Hegde Nagar,1000.0,2.0,66.0,2.0
12870,9th Phase JP Nagar,1050.0,2.0,35.0,2.0
12872,BEML Layout,1194.0,2.0,65.0,2.0
12874,Hormavu,1210.0,2.0,69.0,2.0
12875,Whitefield,1660.0,3.0,110.0,3.0
12877,Electronics City Phase 1,1305.0,2.0,67.0,2.0
12878,other,1800.0,6.0,101.0,6.0
12879,Bannerghatta Road,1206.0,2.0,53.0,2.0
